ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City
684,Scented Candle,Candles,281.02,4.2,3861,961,0.30,507,06-11-2023,Albuquerque
849,Thongs,Underwear,312.14,1.2,1244,852,0.23,236,06-11-2023,Atlanta
790,Frying Pan,Cookware,103.16,4.3,3548,709,0.04,178,06-11-2023,Minneapolis
625,Silk Sheets,Bedsheets,433.1,1.9,4006,601,0.39,1991,05-11-2023,Nashville
241,Sunscreen,Skin care,471.03,4.3,1327,68,0.29,1981,05-11-2023,Palm Bay
331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,05-11-2023,Des Moines
606,Linen Sheets,Bedsheets,402.71,2.6,4234,614,0.06,272,04-11-2023,Cincinnati
763,Dutch Oven,Cookware,96.79,1,687,20,0.34,1894,03-11-2023,Queens
822,Nail File,Nail care,253.65,1.7,3089,523,0.42,1269,03-11-2023,Bakersfield
368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,03-11-2023,Charlotte
827,Nail Clippers,Nail care,55.43,3.1,4729,912,0.06,957,02-11-2023,Albuquerque
66,Jacket,Clothing,200.71,1,4171,264,0.16,717,02-11-2023,San Jose
110,Coffee Maker,Home & Kitchen,449.42,1.3,242,542,0.21,547,02-11-2023,New York
553,Sparkling Wine,Wine,47.72,3.8,370,857,0.23,1341,01-11-2023,Bakersfield
84,Coffee Maker,Home & Kitchen,439.56,3.2,1015,800,0.39,145,01-11-2023,Mesa
736,Bath Salts,Bath and body,247.06,2.7,1181,588,0.30,1878,31-10-2023,Bridgeport
986,Throw Blanket,Blankets,345.37,3,2975,25,0.24,1346,31-10-2023,Bakersfield
673,Canvas Print,Posters and artwork,301.13,2.6,4683,857,0.01,1887,30-10-2023,Queens
198,Action Figure,Toys & Games,20.84,2.3,3999,946,0.13,1561,30-10-2023,Albany
852,Thongs,Underwear,207.49,3.5,4379,311,0.06,481,30-10-2023,Spokane
455,Water Bottle,Drinkware,82.18,1,2295,565,0.21,421,30-10-2023,Palm Bay
37,Laptop,Electronics,299.04,4.9,562,437,0.45,26,30-10-2023,Virginia Beach
998,Throw Blanket,Blankets,92.74,2.8,3454,880,0.02,1295,29-10-2023,Raleigh
621,Cotton Sheets,Bedsheets,32.17,1.9,470,963,0.29,660,29-10-2023,Toledo
999,Weighted Blanket,Blankets,152.28,1.3,2850,752,0.34,1962,28-10-2023,Nashville
611,Silk Sheets,Bedsheets,457.34,2.4,307,569,0.36,1128,28-10-2023,Tampa
436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,27-10-2023,Grand Rapids
13,Headphones,Electronics,107.43,3.8,4514,288,0.30,1513,25-10-2023,Palm Bay
20,Smartwatch,Electronics,403.8,1.7,1981,330,0.16,1371,25-10-2023,Akron
868,Thongs,Underwear,194.17,4.3,4150,777,0.23,1320,25-10-2023,Provo
955,Phone Case,Mobile phone accessories,177.69,4.9,4525,579,0.21,1164,25-10-2023,Atlanta
995,Weighted Blanket,Blankets,269.34,3.3,2513,662,0.17,800,25-10-2023,San Antonio
579,Ankle Socks,Socks,486.96,2.9,2654,884,0.03,275,25-10-2023,New Haven
759,Body Lotion,Bath and body,99.58,4.8,2352,984,0.45,1013,24-10-2023,Akron
292,Blush,Makeup,58.06,3,545,563,0.12,593,24-10-2023,Jacksonville
298,Lipstick,Makeup,332.93,4.2,2711,16,0.48,276,24-10-2023,Birmingham
380,Road Bike,Bicycles,236.8,2.8,703,317,0.20,1845,23-10-2023,Harrisburg
152,Biography,Books,373.43,3.8,1304,358,0.11,1301,21-10-2023,Orlando
69,Jeans,Clothing,487.38,5,4729,132,0.37,732,21-10-2023,Los Angeles
309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,21-10-2023,Providence
409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,20-10-2023,Miami
3,Smartwatch,Electronics,417.9,1.8,1184,459,0.31,252,20-10-2023,Austin
270,Toner,Skin care,10.61,2.2,3719,979,0.24,1565,19-10-2023,Albany
708,Scented Candle,Candles,105.65,3.7,2430,441,0.49,1113,19-10-2023,New Haven
10,Smartwatch,Electronics,170,3.3,1275,701,0.16,719,19-10-2023,Minneapolis
120,Microwave,Home & Kitchen,90.49,4.3,77,409,0.45,600,19-10-2023,Orlando
273,Toner,Skin care,393.19,3.8,3725,803,0.15,113,19-10-2023,Tampa
623,Linen Sheets,Bedsheets,134.43,4.1,3308,692,0.23,55,19-10-2023,Hartford
601,Silk Sheets,Bedsheets,220.69,3.4,870,12,0.38,1756,18-10-2023,Buffalo
821,Nail Clippers,Nail care,387.18,4.9,2831,338,0.17,1532,18-10-2023,San Francisco
411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,17-10-2023,Queens
578,Knee-High Socks,Socks,443.45,1.5,4274,211,0.11,464,17-10-2023,Rochester
636,Linen Sheets,Bedsheets,481.51,2.8,3212,965,0.34,397,17-10-2023,Madison
742,Body Scrub,Bath and body,73.01,3.3,1248,663,0.02,1983,15-10-2023,Bronx
967,Weighted Blanket,Blankets,37.31,4.6,3788,550,0.25,1711,15-10-2023,Staten Island
771,Dutch Oven,Cookware,433.11,1.5,351,700,0.07,1245,15-10-2023,Long Beach
467,Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,15-10-2023,Wichita
259,Toner,Skin care,217.63,3.7,145,914,0.31,992,14-10-2023,Mesa
454,Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,14-10-2023,Orlando
217,Multivitamin,Vitamins and supplements,90.36,2.8,2134,523,0.08,1324,13-10-2023,McAllen
977,Throw Blanket,Blankets,111.33,4.7,1865,944,0.48,63,13-10-2023,San Jose
510,Eau de Toilette,Perfume and cologne,488.73,1.4,369,794,0.22,1442,12-10-2023,San Diego
738,Body Scrub,Bath and body,134.72,2.9,2387,346,0.13,648,11-10-2023,Buffalo
773,Saucepan,Cookware,213.77,1.3,3639,93,0.21,596,11-10-2023,Houston
327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,11-10-2023,Hartford
173,Puzzle,Toys & Games,44.31,1,4124,957,0.04,317,11-10-2023,Milwaukee
710,Scented Candle,Candles,15.14,4.6,1547,629,0.31,1446,10-10-2023,Miami
839,Nail File,Nail care,59.28,2.6,595,802,0.43,1020,10-10-2023,Colorado Springs
350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,10-10-2023,Pittsburgh
529,Rose Wine,Wine,97.83,3.8,4590,623,0.06,1424,09-10-2023,Columbia
810,Cuticle Oil,Nail care,371.58,3.4,3276,78,0.25,987,09-10-2023,Mission Viejo
645,Framed Poster,Posters and artwork,113.33,4.4,2501,290,0.47,149,09-10-2023,Concord
981,Electric Blanket,Blankets,347.7,2.4,4994,75,0.41,961,08-10-2023,Sacramento
507,Eau de Toilette,Perfume and cologne,230.05,3.4,4757,946,0.44,890,08-10-2023,Phoenix
334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,08-10-2023,Charlotte
782,Dutch Oven,Cookware,339.08,1.1,4961,825,0.02,70,08-10-2023,El Paso
627,Cotton Sheets,Bedsheets,349.09,2.8,4647,612,0.31,1856,07-10-2023,Austin
92,Coffee Maker,Home & Kitchen,490.43,3.4,1358,858,0.05,1331,07-10-2023,San Francisco
979,Throw Blanket,Blankets,311.98,1.2,3985,392,0.31,1172,07-10-2023,Staten Island
899,Brake Pads,Motor vehicle parts,186.24,3.7,1767,240,0.03,769,07-10-2023,Hartford
166,Puzzle,Toys & Games,31.64,3.4,400,918,0.28,1109,06-10-2023,Dayton
830,Nail Clippers,Nail care,170.91,2.9,2942,651,0.24,519,06-10-2023,Spokane
537,White Wine,Wine,258.82,2.7,1776,573,0.40,1560,05-10-2023,Concord
235,Multivitamin,Vitamins and supplements,258.55,1.2,4585,275,0.49,1239,05-10-2023,Dayton
323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,05-10-2023,Provo
768,Grill Pan,Cookware,466.92,4.7,610,115,0.23,1391,03-10-2023,Salt Lake City
920,Brake Pads,Motor vehicle parts,377.28,3.8,2302,235,0.03,1284,02-10-2023,San Diego
261,Sunscreen,Skin care,122.82,1.8,1546,649,0.13,1100,02-10-2023,Portland
990,Throw Blanket,Blankets,409.36,2,550,600,0.05,991,02-10-2023,Richmond
320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,02-10-2023,Hartford
886,Car Battery,Motor vehicle parts,433.08,1.6,988,81,0.43,821,02-10-2023,Denton
709,Soy Candle,Candles,363.81,1.2,2645,18,0.26,606,02-10-2023,Houston
559,White Wine,Wine,336.76,2.3,2103,365,0.44,1767,01-10-2023,Omaha
464,Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,01-10-2023,Seattle
144,Biography,Books,434.83,2.6,4408,758,0.13,442,01-10-2023,Detroit
26,Smartwatch,Electronics,280.92,3.4,3510,202,0.18,400,01-10-2023,Indianapolis
278,Sunscreen,Skin care,207.46,1.7,4225,930,0.17,1811,30-09-2023,Richmond
41,Jacket,Clothing,482.17,4.4,190,252,0.19,1184,30-09-2023,Harrisburg
647,Digital Art,Posters and artwork,469.88,1.7,1106,124,0.11,1070,30-09-2023,Bronx
681,Soy Candle,Candles,460.01,3.6,2156,794,0.20,615,30-09-2023,Washington
564,Ankle Socks,Socks,384.53,3.5,991,355,0.02,206,30-09-2023,Jacksonville
132,Science Book,Books,307.29,2.7,3533,295,0.42,778,29-09-2023,Manhattan
441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,28-09-2023,Staten Island
57,Jeans,Clothing,255.51,3.2,4611,15,0.04,1782,28-09-2023,San Diego
2,Headphones,Electronics,235.03,2.3,2919,663,0.33,1332,28-09-2023,Queens
838,Nail Clippers,Nail care,218.23,2.5,2623,454,0.22,1236,28-09-2023,Denver
21,Laptop,Electronics,63.93,1.9,4029,632,0.41,1768,27-09-2023,San Francisco
902,Brake Pads,Motor vehicle parts,308.74,4.7,3957,335,0.28,1570,27-09-2023,Hartford
949,Phone Case,Mobile phone accessories,320.26,3.9,4727,681,0.01,1884,26-09-2023,Oakland
520,Body Spray,Perfume and cologne,41.36,4.3,2559,138,0.30,1228,26-09-2023,Charlotte
571,Ankle Socks,Socks,487.38,1.3,917,850,0.37,838,26-09-2023,Reno
857,Boxers,Underwear,426.75,4,3134,632,0.16,104,26-09-2023,Birmingham
184,Action Figure,Toys & Games,31.74,4.4,4265,520,0.16,1560,25-09-2023,Miami
180,Board Game,Toys & Games,198.2,1.1,2553,258,0.41,1540,25-09-2023,Akron
228,Vitamin D,Vitamins and supplements,90.13,2.6,2040,27,0.13,1252,25-09-2023,Jacksonville
969,Throw Blanket,Blankets,104.23,2.9,3257,69,0.42,1269,24-09-2023,Phoenix
223,Multivitamin,Vitamins and supplements,224.92,3.9,3811,577,0.30,931,24-09-2023,Queens
829,Nail Polish,Nail care,485.21,3.9,641,11,0.38,865,24-09-2023,Tulsa
345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.20,226,24-09-2023,Virginia Beach
285,Lipstick,Makeup,492,2,4244,328,0.39,1517,23-09-2023,Akron
255,Sunscreen,Skin care,154.69,4.2,444,297,0.46,1107,23-09-2023,San Juan
653,Art Print,Posters and artwork,204.87,4.9,4922,922,0.35,71,23-09-2023,Baton Rouge
145,Novel,Books,301.57,2.4,3300,578,0.44,1627,22-09-2023,Louisville
60,Jacket,Clothing,194.86,1.2,753,34,0.17,89,22-09-2023,San Jose
604,Bamboo Sheets,Bedsheets,464.91,5,1067,738,0.38,1743,21-09-2023,Oklahoma City
116,Toaster,Home & Kitchen,167.95,4.2,320,318,0.34,784,21-09-2023,Grand Rapids
466,Water Bottle,Drinkware,220.06,1.1,3947,652,0.00,739,21-09-2023,Bridgeport
6,Headphones,Electronics,93.56,1.3,2435,600,0.48,241,21-09-2023,Louisville
649,Canvas Print,Posters and artwork,59.12,1.1,1357,354,0.30,1761,20-09-2023,San Francisco
586,Cotton Socks,Socks,416.36,3.8,3373,95,0.08,191,20-09-2023,Worcester
820,Nail Polish,Nail care,335.02,4.4,1299,698,0.47,1206,18-09-2023,Minneapolis
383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,18-09-2023,New Haven
696,Soy Candle,Candles,175.28,4.8,4141,820,0.16,1912,17-09-2023,Pittsburgh
364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,16-09-2023,Detroit
946,Charger,Mobile phone accessories,119.57,4.4,3665,655,0.22,540,16-09-2023,Dallas
540,Rose Wine,Wine,149.9,3.1,3484,338,0.41,1960,15-09-2023,Bonita Springs
803,Nail File,Nail care,240.94,2.9,4734,291,0.26,12,15-09-2023,New Haven
272,Moisturizer,Skin care,339.06,1.4,4551,742,0.43,1012,14-09-2023,Cleveland
482,Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.30,752,14-09-2023,San Diego
104,Toaster,Home & Kitchen,183.53,2.6,4580,27,0.01,1976,13-09-2023,Tulsa
598,Wool Socks,Socks,436.63,4.2,275,499,0.38,1973,13-09-2023,Mission Viejo
405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,13-09-2023,Detroit
699,Soy Candle,Candles,409.73,2.9,2829,333,0.03,347,13-09-2023,Baton Rouge
438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,12-09-2023,Virginia Beach
103,Toaster,Home & Kitchen,82.39,1.5,1646,918,0.26,1774,12-09-2023,San Diego
747,Shower Gel,Bath and body,49.97,1.4,1001,9,0.26,755,12-09-2023,Provo
657,Framed Poster,Posters and artwork,436.61,4,4290,910,0.20,1965,11-09-2023,Provo
365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,11-09-2023,Harrisburg
693,Beeswax Candle,Candles,42.68,1.2,4506,522,0.02,426,11-09-2023,Seattle
878,Boxers,Underwear,407.23,4.8,3189,702,0.31,314,10-09-2023,Washington
230,Vitamin D,Vitamins and supplements,226.59,2.3,2891,861,0.07,132,10-09-2023,McAllen
256,Cleanser,Skin care,279.61,1.2,2938,140,0.30,1141,09-09-2023,Orlando
896,Car Battery,Motor vehicle parts,114.64,2.6,1993,904,0.11,722,09-09-2023,New Haven
108,Toaster,Home & Kitchen,129.73,3,3812,376,0.12,661,09-09-2023,Oklahoma City
874,Briefs,Underwear,259.39,2.8,693,24,0.48,631,09-09-2023,Memphis
35,Laptop,Electronics,349.03,3.6,4067,160,0.01,397,09-09-2023,Toledo
875,Briefs,Underwear,168.92,4.8,4114,383,0.35,236,09-09-2023,Birmingham
342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,09-09-2023,Bridgeport
585,Knee-High Socks,Socks,81.99,2.4,2430,855,0.08,1494,08-09-2023,Allentown
721,Body Lotion,Bath and body,480.3,1.2,2062,838,0.02,1448,08-09-2023,San Antonio
588,Ankle Socks,Socks,492.27,2.6,2153,180,0.21,776,08-09-2023,Mesa
50,T-Shirt,Clothing,205.42,2.7,1369,740,0.09,1853,07-09-2023,Memphis
882,Oil Filter,Motor vehicle parts,54.37,3.7,528,797,0.39,1634,07-09-2023,Raleigh
391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,07-09-2023,New Orleans
964,Fleece Blanket,Blankets,217.12,3.9,4324,978,0.13,527,07-09-2023,Houston
723,Body Scrub,Bath and body,492.18,4.2,1517,367,0.34,419,07-09-2023,Boise
473,Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,07-09-2023,Grand Rapids
675,Framed Poster,Posters and artwork,483,1.2,2660,155,0.08,870,06-09-2023,New Orleans
658,Framed Poster,Posters and artwork,290.28,4.2,2074,310,0.08,1683,05-09-2023,Palm Bay
424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,05-09-2023,Cincinnati
593,Wool Socks,Socks,261.32,4.5,4405,131,0.49,1095,05-09-2023,Tampa
916,Oil Filter,Motor vehicle parts,440.87,3.1,3362,670,0.13,896,05-09-2023,Kansas City
965,Electric Blanket,Blankets,298.33,1.8,2153,731,0.03,1712,04-09-2023,Madison
157,Biography,Books,216.8,2.4,1386,704,0.04,1315,04-09-2023,Baltimore
630,Cotton Sheets,Bedsheets,422.05,1.9,1262,71,0.40,1845,03-09-2023,Baton Rouge
836,Cuticle Oil,Nail care,393.67,4,755,351,0.42,1321,03-09-2023,Houston
310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,03-09-2023,Madison
762,Frying Pan,Cookware,172.49,3,2378,537,0.12,893,02-09-2023,Bronx
517,Eau de Toilette,Perfume and cologne,152.83,4.1,2556,389,0.40,294,02-09-2023,Seattle
387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,01-09-2023,Colorado Springs
761,Dutch Oven,Cookware,394.69,2.1,4613,919,0.05,133,01-09-2023,San Jose
943,Screen Protector,Mobile phone accessories,273.27,3.7,2431,811,0.31,38,01-09-2023,Louisville
119,Blender,Home & Kitchen,373.15,3.3,3850,872,0.38,1851,31-08-2023,Madison
367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,31-08-2023,Sacramento
954,Screen Protector,Mobile phone accessories,265.65,1.9,1052,642,0.10,252,31-08-2023,Fresno
283,Lipstick,Makeup,324,1.9,4349,129,0.33,466,30-08-2023,Palm Bay
88,Toaster,Home & Kitchen,195.15,2,2048,50,0.14,1795,29-08-2023,Fort Worth
142,Biography,Books,284.22,1.6,3335,924,0.04,1666,29-08-2023,Denver
143,Biography,Books,142.66,3.6,3451,992,0.01,1499,29-08-2023,Los Angeles
306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,29-08-2023,San Diego
939,Screen Protector,Mobile phone accessories,454.42,1.7,1667,275,0.23,675,29-08-2023,San Diego
509,Eau de Parfum,Perfume and cologne,275.58,4.8,3491,72,0.42,617,29-08-2023,St. Louis
953,Earbuds,Mobile phone accessories,256.41,4.2,926,556,0.48,1055,28-08-2023,Madison
358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,28-08-2023,Austin
490,Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,28-08-2023,Baltimore
731,Bath Salts,Bath and body,18.17,1.8,4534,731,0.21,698,28-08-2023,Mesa
835,Nail Clippers,Nail care,169.06,3.7,69,852,0.14,38,28-08-2023,Queens
476,Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,27-08-2023,New York
614,Linen Sheets,Bedsheets,89.77,3.4,1398,653,0.22,1534,27-08-2023,Cape Coral
295,Foundation,Makeup,422.03,1.2,2279,788,0.41,758,27-08-2023,Richmond
789,Frying Pan,Cookware,458.75,3.9,1910,914,0.16,1505,26-08-2023,Oklahoma City
267,Moisturizer,Skin care,233.86,1.8,2774,171,0.33,1232,26-08-2023,Reno
987,Fleece Blanket,Blankets,94.47,4.5,3979,559,0.08,370,26-08-2023,Indianapolis
704,Pillar Candle,Candles,280.66,3.4,4552,188,0.29,1788,25-08-2023,Houston
655,Digital Art,Posters and artwork,119.92,1.9,3028,519,0.47,719,25-08-2023,Palm Bay
233,Vitamin D,Vitamins and supplements,435.45,1.8,956,915,0.13,1665,24-08-2023,Hartford
952,Earbuds,Mobile phone accessories,499.68,1.8,886,461,0.34,1075,24-08-2023,Tampa
260,Moisturizer,Skin care,92.33,3.9,1249,672,0.11,661,24-08-2023,Oklahoma City
221,Vitamin D,Vitamins and supplements,236.69,4.5,158,953,0.37,403,24-08-2023,Akron
169,Action Figure,Toys & Games,328.58,2.5,2667,187,0.24,130,24-08-2023,Harrisburg
341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,23-08-2023,Spokane
428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,23-08-2023,Phoenix
826,Nail File,Nail care,336.79,2.7,3597,502,0.36,1675,23-08-2023,Harrisburg
834,Nail File,Nail care,174.8,4.7,377,389,0.28,241,23-08-2023,Salt Lake City
591,Ankle Socks,Socks,284.19,3.7,226,47,0.20,1462,22-08-2023,Cleveland
573,Cotton Socks,Socks,19.38,4.1,374,58,0.35,779,21-08-2023,St. Louis
670,Art Print,Posters and artwork,12.65,1,3867,792,0.01,777,19-08-2023,Sacramento
691,Beeswax Candle,Candles,106.16,1.5,857,751,0.14,1942,18-08-2023,Indianapolis
936,Earbuds,Mobile phone accessories,291.23,2.4,2752,846,0.25,1603,18-08-2023,Little Rock
662,Canvas Print,Posters and artwork,32.19,3.6,3748,277,0.34,988,17-08-2023,Charleston
266,Toner,Skin care,402.17,1.9,2823,229,0.30,66,17-08-2023,Riverside
372,Mountain Bike,Bicycles,26,4.5,4577,727,0.48,1031,16-08-2023,Palm Bay
308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,15-08-2023,Detroit
737,Shower Gel,Bath and body,241.15,3.2,4908,939,0.11,1906,14-08-2023,Boise
360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,14-08-2023,Philadelphia
38,Smartphone,Electronics,256.29,3.3,959,480,0.10,1852,13-08-2023,Charlotte
336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,12-08-2023,Akron
697,Scented Candle,Candles,418.27,2.2,2163,629,0.31,1503,12-08-2023,Mission Viejo
402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,12-08-2023,Baton Rouge
176,Board Game,Toys & Games,124.47,1.2,704,948,0.49,584,12-08-2023,Baltimore
783,Frying Pan,Cookware,493.58,4,4565,505,0.27,493,12-08-2023,Bronx
669,Digital Art,Posters and artwork,482.27,1.5,194,489,0.44,181,12-08-2023,Grand Rapids
722,Body Scrub,Bath and body,267.2,2.8,2313,490,0.29,1735,11-08-2023,Bakersfield
399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,11-08-2023,Memphis
668,Digital Art,Posters and artwork,113.06,4.1,1131,530,0.06,1319,11-08-2023,Akron
89,Toaster,Home & Kitchen,185.5,1.5,249,673,0.24,770,11-08-2023,Grand Rapids
702,Soy Candle,Candles,367.94,1.5,1192,329,0.24,390,11-08-2023,Tampa
624,Silk Sheets,Bedsheets,115.2,1.3,2799,513,0.37,1723,10-08-2023,Chicago
801,Nail File,Nail care,82.77,3.4,3168,73,0.48,1705,10-08-2023,Salt Lake City
5,Laptop,Electronics,394.74,1.8,1267,831,0.23,1508,10-08-2023,Tucson
447,Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,10-08-2023,Fresno
286,Blush,Makeup,348.89,3.5,1638,551,0.41,1382,09-08-2023,Atlanta
291,Foundation,Makeup,480.19,3,3042,496,0.27,702,09-08-2023,Providence
122,Biography,Books,274.49,2.8,992,664,0.18,1006,08-08-2023,Sacramento
729,Bath Salts,Bath and body,224.16,3.5,3510,714,0.42,998,08-08-2023,Chicago
988,Throw Blanket,Blankets,383.64,3.3,1228,696,0.40,386,08-08-2023,Ogden
8,Laptop,Electronics,201.62,1.7,3073,389,0.10,1795,07-08-2023,Houston
318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,07-08-2023,Mesa
842,Thongs,Underwear,425.61,3.7,4957,274,0.10,1274,07-08-2023,Raleigh
158,Novel,Books,200.75,2.2,1136,186,0.15,1250,07-08-2023,Tucson
210,Vitamin D,Vitamins and supplements,61.42,2,2936,45,0.07,591,07-08-2023,San Diego
538,Red Wine,Wine,209.98,4.5,2463,793,0.13,24,07-08-2023,Colorado Springs
390,Road Bike,Bicycles,416.22,5,4008,267,0.15,1856,06-08-2023,Austin
171,Action Figure,Toys & Games,334.21,4,4111,492,0.31,893,06-08-2023,Riverside
889,Oil Filter,Motor vehicle parts,267.79,3.8,3350,815,0.37,677,06-08-2023,Virginia Beach
933,Charger,Mobile phone accessories,479.41,1.1,3549,104,0.08,45,06-08-2023,Fort Worth
753,Body Scrub,Bath and body,184.72,4.6,72,307,0.26,1781,05-08-2023,Omaha
873,Briefs,Underwear,455.34,4.1,2266,532,0.47,79,05-08-2023,Salt Lake City
551,White Wine,Wine,160.38,2.7,53,527,0.10,1082,04-08-2023,Oklahoma City
603,Linen Sheets,Bedsheets,456.2,3,4660,470,0.31,925,04-08-2023,Los Angeles
446,Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,04-08-2023,Columbus
698,Beeswax Candle,Candles,232.55,2.6,2476,790,0.16,746,04-08-2023,Bakersfield
61,T-Shirt,Clothing,423.99,1.1,417,114,0.14,1219,03-08-2023,Toledo
648,Digital Art,Posters and artwork,214.42,1.6,2415,494,0.38,717,03-08-2023,Virginia Beach
289,Foundation,Makeup,15.41,2.7,2293,741,0.13,649,03-08-2023,New York
190,Board Game,Toys & Games,61.86,3.8,4795,6,0.44,556,03-08-2023,Charlotte
599,Knee-High Socks,Socks,248.2,4.7,4204,278,0.15,1799,02-08-2023,Atlanta
167,Puzzle,Toys & Games,26.63,3.8,4232,882,0.46,1521,02-08-2023,Atlanta
130,Fantasy Book,Books,456.81,1.6,3281,984,0.13,1639,01-08-2023,Fort Worth
282,Blush,Makeup,69.8,3.4,542,845,0.44,988,01-08-2023,Columbus
720,Pillar Candle,Candles,13.59,1.1,3087,332,0.50,8,01-08-2023,Allentown
213,Fish Oil,Vitamins and supplements,349.67,4.3,105,886,0.34,1895,31-07-2023,San Francisco
117,Microwave,Home & Kitchen,241.85,3.4,3490,605,0.05,1604,30-07-2023,Phoenix
547,Sparkling Wine,Wine,42.57,4.1,249,313,0.39,1452,30-07-2023,Chicago
576,Knee-High Socks,Socks,25.55,2.7,4735,339,0.44,1167,30-07-2023,Indianapolis
757,Body Lotion,Bath and body,111.22,2.3,324,978,0.20,955,30-07-2023,Des Moines
514,Eau de Parfum,Perfume and cologne,115.06,2.1,4897,295,0.18,945,30-07-2023,Virginia Beach
786,Saucepan,Cookware,476.18,1.5,1407,430,0.09,981,29-07-2023,Cape Coral
908,Spark Plugs,Motor vehicle parts,133.39,4.3,1397,372,0.43,1778,28-07-2023,Queens
802,Nail Clippers,Nail care,467.15,3.3,3598,573,0.41,1744,28-07-2023,Salt Lake City
107,Coffee Maker,Home & Kitchen,297.4,3.3,2472,612,0.18,1305,28-07-2023,Detroit
492,Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,28-07-2023,Denver
459,Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,28-07-2023,Dayton
535,White Wine,Wine,291.95,1.1,238,204,0.35,244,28-07-2023,Denton
544,Sparkling Wine,Wine,471.85,1.2,2370,850,0.04,205,28-07-2023,Rochester
423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,27-07-2023,Kansas City
605,Bamboo Sheets,Bedsheets,34.31,3.9,2951,71,0.46,1291,27-07-2023,San Antonio
397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,27-07-2023,Boise
667,Canvas Print,Posters and artwork,266.56,2,3792,224,0.25,991,27-07-2023,New York
271,Sunscreen,Skin care,205.66,1.6,1540,979,0.46,363,27-07-2023,Sacramento
929,Phone Case,Mobile phone accessories,340.86,1.8,4771,872,0.06,1837,26-07-2023,Provo
741,Body Lotion,Bath and body,213.6,4.6,2597,901,0.01,1677,26-07-2023,Knoxville
504,Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,26-07-2023,Denton
574,Cotton Socks,Socks,345.99,4.6,3255,89,0.20,972,26-07-2023,Spokane
125,Biography,Books,378.68,3.8,950,288,0.02,597,26-07-2023,Staten Island
664,Art Print,Posters and artwork,383.22,3,2462,338,0.49,287,26-07-2023,Concord
958,Earbuds,Mobile phone accessories,492.03,2.4,3142,766,0.18,1590,25-07-2023,Boston
900,Brake Pads,Motor vehicle parts,210.5,2.3,4266,473,0.22,1130,25-07-2023,Dayton
